id,name,authors,mood
348,Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
349,The Fall,Albert Camus/Justin O'Brien,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
350,The Elements of Style,William Strunk Jr./E.B. White,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
351,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
352,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
353,The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
354,Pop Goes the Weasel (Alex Cross  #5),James Patterson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
355,The Lost Boy (Dave Pelzer #2),Dave Pelzer,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
356,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
357,Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
358,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
359,Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
360,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
361,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
362,Piercing the Darkness (Darkness  #2),Frank E. Peretti,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
363,Cursor's Fury (Codex Alera  #3),Jim Butcher,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
364,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan/Ann Druyan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
365,Dance Dance Dance,Haruki Murakami,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
366,Emperor Mage (Immortals  #3),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
367,Lightning,Dean Koontz,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
368,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
369,Wicked: The Grimmerie,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
370,Fun Home: A Family Tragicomic,Alison Bechdel,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
371,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald/Alexandra Boiger,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
372,Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
373,Metamorphoses,Ovid/David Raeburn/Denis Feeney,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
374,Cross (Alex Cross  #12),James Patterson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
375,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
376,For a Few Demons More (The Hollows  #5),Kim Harrison,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
377,A Fistful of Charms (The Hollows  #4),Kim Harrison,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
378,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
379,All the King's Men,Robert Penn Warren,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
380,The Winds of War (The Henry Family  #1),Herman Wouk,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
381,The 6th Target (Women's Murder Club  #6),James Patterson/Maxine Paetro,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
382,The Realms of the Gods (Immortals  #4),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
383,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
384,Danny the Champion of the World,Roald Dahl/Quentin Blake,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
385,Ship of Destiny (Liveship Traders  #3),Robin Hobb,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
386,Black House (The Talisman  #2),Stephen King/Peter Straub,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
387,Swan Song,Robert R. McCammon,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
388,Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
389,The Player of Games (Culture  #2),Iain M. Banks,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
390,Foundation and Earth (Foundation #5),Isaac Asimov,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
391,From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
392,Flags of Our Fathers,James D. Bradley/Ron Powers,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
393,Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
394,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
395,The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
396,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
397,I  Claudius (Claudius  #1),Robert Graves,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
398,Dark Prince (Dark  #1),Christine Feehan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
399,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
400,Wolf-Speaker (Immortals  #2),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
401,The Truth (Discworld  #25; Industrial Revolution  #2),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
402,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
403,A Game of You (The Sandman  #5),Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
404,The Gods Themselves,Isaac Asimov,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
405,Cane River,Lalita Tademy,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
406,Eugene Onegin,Alexander Pushkin/James E. Falen,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
407,Lost in a Good Book (Thursday Next  #2),Jasper Fforde,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
408,Triptych (Will Trent  #1),Karin Slaughter,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
409,Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
410,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
411,Judge & Jury,James Patterson/Andrew Gross,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
412,Last Man Standing,David Baldacci,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
413,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
414,Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling/Mary GrandPré,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
415,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
416,The Guns of August,Barbara W. Tuchman/Robert K. Massie,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
417,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
418,Fables & Reflections (The Sandman  #6),Neil Gaiman/Bryan Talbot/Stan Woch/P. Craig Russell/Shawn McManus/John Watkiss/Jill Thompson/Duncan Eagleson/Kent Williams/Todd Klein,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
419,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
420,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
421,Dragonsong (Harper Hall  #1),Anne McCaffrey,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
422,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
423,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
424,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
425,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
426,Where Are the Children?,Mary Higgins Clark,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
427,The High Lord (Black Magician Trilogy  #3),Trudi Canavan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
428,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
429,Executive Orders (Jack Ryan  #8),Tom Clancy,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
430,The Novice (Black Magician Trilogy  #2),Trudi Canavan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
431,Debt of Honor (Jack Ryan  #7),Tom Clancy,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
432,Just So Stories,Rudyard Kipling,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
433,Tai-Pan (Asian Saga  #2),James Clavell,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
434,Act of Treason (Mitch Rapp  #9),Vince Flynn,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
435,The Mad Ship (Liveship Traders  #2),Robin Hobb,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
436,The Power of Myth,Joseph Campbell/Bill Moyers,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
437,Strangers,Dean Koontz,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
438,Beach Music,Pat Conroy,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
439,Emily of New Moon (Emily  #1),L.M. Montgomery,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
440,Endymion (Hyperion Cantos  #3),Dan Simmons,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
441,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,CLAMP/Anthony Gerard,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
442,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
443,The Magus,John Fowles,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
444,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
445,Theodore Rex,Edmund Morris,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
446,The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
447,Misty of Chincoteague (Misty  #1),Marguerite Henry/Wesley Dennis,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
448,Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
449,Horton Hatches the Egg,Dr. Seuss,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
450,Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
451,Step on a Crack (Michael Bennett  #1),James Patterson/Michael Ledwidge,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
452,Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
453,Stolen (Women of the Otherworld  #2),Kelley Armstrong,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
454,Count Zero (Sprawl  #2),William Gibson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
455,Angels Fall,Nora Roberts,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
456,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
457,The Far Pavilions,M.M. Kaye,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
458,The Wake (The Sandman  #10),Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
459,The Rise of Theodore Roosevelt,Edmund Morris,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
460,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
461,The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
462,World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
463,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
464,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
465,Plum Island (John Corey  #1),Nelson DeMille,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
466,Winter Prey (Lucas Davenport  #5),John Sandford,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
467,Gone for Good,Harlan Coben,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
468,Mythology,Edith Hamilton/Steele Savage,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
469,The Waste Land,T.S. Eliot/Michael North,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
470,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
471,Skinny Legs and All,Tom Robbins,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
472,Dragonsinger (Harper Hall  #2),Anne McCaffrey,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
473,The Source,James A. Michener,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
474,Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
475,The Walking Dead  Book One (The Walking Dead #1-12),Robert Kirkman/Tony Moore/Charlie Adlard/Cliff Rathburn,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
476,The Four Loves,C.S. Lewis,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
477,The Cabinet of Curiosities (Pendergast  #3),Douglas Preston/Lincoln Child,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
478,The Collectors (Camel Club  #2),David Baldacci,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
479,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
480,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
481,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
482,Pandora's Star,Peter F. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
483,The Road Not Taken and Other Poems,Robert Frost,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
484,Neil Gaiman's Neverwhere,Mike Carey/Glenn Fabry/Neil Gaiman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
485,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
486,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
487,First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
488,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
489,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain/Shelly Fisher Fishkin,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
490,On Basilisk Station (Honor Harrington  #1),David Weber,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
491,Alas  Babylon,Pat Frank,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
492,An Ideal Husband,Oscar Wilde,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
493,Consider the Lobster and Other Essays,David Foster Wallace,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
494,Fables  Vol. 3: Storybook Love,Bill Willingham/Bryan Talbot/Lan Medina/Mark Buckingham/Linda Medley/Steve Leialoha/James Jean,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
495,My Name Is Asher Lev,Chaim Potok,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
496,The Christmas Shoes (Christmas Hope #1),Donna VanLiere,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
497,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
498,Pale Fire,Vladimir Nabokov,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
499,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
500,Reliquary (Pendergast  #2),Douglas Preston/Lincoln Child,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
501,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
502,The Complete Calvin and Hobbes,Bill Watterson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
503,Long Day's Journey into Night,Eugene O'Neill/Harold Bloom,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
504,A Caress of Twilight (Merry Gentry  #2),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
505,The Terror,Dan Simmons,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
506,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
507,Eight Cousins (Eight Cousins  #1),Louisa May Alcott,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
508,Fear Nothing (Moonlight Bay  #1),Dean Koontz,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
509,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
510,Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
511,The Robots of Dawn (Robot #3),Isaac Asimov,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
512,The Queen of Attolia (The Queen's Thief  #2),Megan Whalen Turner,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
513,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
514,My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
