id,name,authors,mood
767,Savage Inequalities: Children in America's Schools,Jonathan Kozol,[]
768,Alien,Alan Dean Foster,[]
769,Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,[]
770,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,[]
771,Shadow Game (GhostWalkers  #1),Christine Feehan,[]
772,What Do You Care What Other People Think?,Richard P. Feynman,[]
773,The Executioner's Song,Norman Mailer,[]
774,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,[]
775,Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo,Plato/G.M.A. Grube/John M. Cooper,[]
776,The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,[]
777,Harvest,Tess Gerritsen,[]
778,The Memoirs of Cleopatra,Margaret George,[]
779,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,[]
780,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,[]
781,The Passion,Jeanette Winterson,[]
782,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,[]
783,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,[]
784,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,[]
785,The Language Instinct: How the Mind Creates Language,Steven Pinker,[]
786,Certain Prey (Lucas Davenport  #10),John Sandford,[]
787,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,[]
788,The Algebraist,Iain M. Banks,[]
789,Path of the Assassin (Scot Harvath  #2),Brad Thor,[]
790,Essentials of Classic Italian Cooking,Marcella Hazan/Karin Kretschmann,[]
791,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,[]
792,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,[]
793,Sidetracked (Kurt Wallander  #5),Henning Mankell/Steven T. Murray,[]
794,Children of God (The Sparrow  #2),Mary Doria Russell,[]
795,The Vanished Man (Lincoln Rhyme  #5),Jeffery Deaver,[]
796,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,[]
797,Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,[]
798,Principle-Centered Leadership,Stephen R. Covey,[]
799,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,[]
800,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,[]
801,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald/Alexandra Boiger,[]
802,The Johnstown Flood,David McCullough,[]
803,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,[]
804,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,[]
805,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,[]
806,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,[]
807,Up Country,Nelson DeMille,[]
808,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,[]
809,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,[]
810,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,[]
811,The Greatest Generation,Tom Brokaw,[]
812,The Legend of Luke (Redwall  #12),Brian Jacques,[]
813,Fear and Trembling,Søren Kierkegaard/Alastair Hannay,[]
814,Sam Walton: Made In America,Sam Walton/John Huey,[]
815,Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,[]
816,The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,[]
817,Shock Wave (Dirk Pitt  #13),Clive Cussler,[]
818,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,[]
819,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,[]
820,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,[]
821,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,[]
822,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,[]
823,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,[]
824,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,[]
825,The Black Tower (Adam Dalgliesh #5),P.D. James,[]
826,Fables: 1001 Nights of Snowfall,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,[]
827,Civil Disobedience and Other Essays,Henry David Thoreau,[]
828,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,[]
829,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,[]
830,Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,[]
831,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,[]
832,A Modest Proposal and Other Satirical Works,Jonathan Swift,[]
833,Blowback (Scot Harvath  #4),Brad Thor,[]
834,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,[]
835,The Consolations of Philosophy,Alain de Botton,[]
836,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,[]
837,Death Note  Vol. 9: Contact (Death Note  #9),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,[]
838,QED: The Strange Theory of Light and Matter,Richard P. Feynman,[]
839,Darkest Fear (Myron Bolitar  #7),Harlan Coben,[]
840,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,[]
841,Pastoralia,George Saunders,[]
842,River of Blue Fire (Otherland  #2),Tad Williams,[]
843,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,[]
844,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald/Alexandra Boiger,[]
845,Blink,Ted Dekker,[]
846,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,[]
847,Mountain of Black Glass (Otherland  #3),Tad Williams,[]
848,The High Window (Philip Marlowe  #3),Raymond Chandler,[]
849,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,[]
850,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,[]
851,Carrie / 'Salem's Lot / The Shining,Stephen King,[]
852,Dispatches,Michael Herr,[]
853,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,[]
854,True Evil,Greg Iles,[]
855,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,[]
856,On the Night You Were Born,Nancy Tillman,[]
857,CivilWarLand in Bad Decline,George Saunders,[]
858,Broken Prey (Lucas Davenport  #16),John Sandford,[]
859,The Twelve Caesars,Suetonius/Michael Grant/Robert Graves,[]
860,The Brothers K,David James Duncan,[]
861,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,[]
862,Uzumaki: Spiral into Horror  Vol. 1,Junji Ito/伊藤潤二,[]
863,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,[]
864,Armageddon's Children (Genesis of Shannara  #1),Terry Brooks,[]
865,The Lord God Made Them All,James Herriot,[]
866,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,[]
867,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,[]
868,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,[]
869,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,[]
870,Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991,Michael Azerrad,[]
871,Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,[]
872,The Third Policeman,Flann O'Brien/Denis Donoghue,[]
873,Selected Poems,E.E. Cummings/Richard S. Kennedy,[]
874,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,[]
875,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,[]
876,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,[]
877,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,[]
878,How Green Was My Valley,Richard Llewellyn,[]
879,Birds of America,Lorrie Moore,[]
880,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,[]
881,Mary Queen of Scots,Antonia Fraser,[]
882,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,[]
883,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,[]
884,Abarat: Days of Magic  Nights of War,Clive Barker,[]
885,Sister Outsider: Essays and Speeches,Audre Lorde,[]
886,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,[]
887,Homicide: A Year on the Killing Streets,David Simon,[]
888,The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,[]
889,Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,[]
890,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,[]
891,When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,[]
892,Desert Flower,Waris Dirie/Cathleen Miller,[]
893,Take a Thief (Valdemar #25),Mercedes Lackey,[]
894,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,[]
895,The White Album,Joan Didion,[]
896,One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,[]
897,Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,[]
898,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,[]
899,Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas,[]
900,American Tabloid (Underworld USA #1),James Ellroy,[]
901,A Thread of Grace,Mary Doria Russell,[]
902,Easy Prey (Lucas Davenport  #11),John Sandford,[]
903,The Kindness of Strangers,Katrina Kittle,[]
904,Mary Queen of Scotland and The Isles,Margaret George,[]
905,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,[]
906,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,[]
907,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,[]
908,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,[]
909,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,[]
910,The Story of Ruby Bridges,Robert Coles/George Ford,[]
911,The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,[]
912,The Haj,Leon Uris,[]
913,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,[]
914,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,[]
915,The Way the Crow Flies,Ann-Marie MacDonald,[]
916,The Promise,Chaim Potok,[]
917,The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,[]
918,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,[]
919,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,[]
920,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,[]
921,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,[]
922,Warlock (Ancient Egypt  #3),Wilbur Smith,[]
923,Charms for the Easy Life,Kaye Gibbons,[]
924,Summer of the Monkeys,Wilson Rawls,[]
925,The Children of Henry VIII,Alison Weir,[]
926,Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,[]
927,Carter Beats the Devil,Glen David Gold,[]
928,The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,[]
929,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,[]
930,Missing You (1-800-Where-R-You  #5),Meg Cabot,[]
931,Public Secrets,Nora Roberts,[]
932,Demon in My View,Amelia Atwater-Rhodes,[]
933,All About Love: New Visions,bell hooks,[]
934,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,[]
935,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,[]
936,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,[]
937,Iron Man: Extremis,Warren Ellis/Adi Granov,[]
938,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,[]
939,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,[]
940,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,[]
941,Ever After (Lost Love  #2),Karen Kingsbury,[]
942,The Beach House (Beach House #1),Mary Alice Monroe,[]
943,The Complete Essays,Michel de Montaigne/M.A. Screech,[]
944,Nine Coaches Waiting,Mary  Stewart/Sandra Brown,[]
945,Oblivion,David Foster Wallace,[]
946,If You Dare (MacCarrick Brothers  #1),Kresley Cole,[]
947,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,[]
948,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,[]
949,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,[]
950,The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,[]
951,To Kill a Mockingbird,Harper Lee,[]
952,The Missing Piece Meets the Big O,Shel Silverstein,[]
953,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,[]
954,Exile's Honor (Heralds of Valdemar  #6),Mercedes Lackey,[]
955,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,[]
956,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt,[]
957,The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,[]
958,Bleach  Volume 14,Tite Kubo,[]
959,Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice/Robert O'Keefe/F. Murray Abraham/Michael York/Kate Nelligan/David Purdham,[]
960,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,[]
961,When the Lion Feeds (Courtney  #1),Wilbur Smith,[]
962,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,[]
963,A Taste for Death (Adam Dalgliesh  #7),P.D. James,[]
964,Straken (High Druid of Shannara  #3),Terry Brooks,[]
965,Sylvester,Georgette Heyer/Joan Wolf,[]
966,The Fall of Berlin 1945,Antony Beevor,[]
967,Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne/Stephen Hawking/Frederick Seitz,[]
968,The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky,[]
969,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,[]
970,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot/Ruth Brown/Peter Barrett,[]
971,Joust (Dragon Jousters  #1),Mercedes Lackey,[]
972,Venetia,Georgette Heyer,[]
973,The Wicked Day (Arthurian Saga  #4),Mary  Stewart,[]
974,Fullmetal Alchemist  Vol. 6 (Fullmetal Alchemist  #6),Hiromu Arakawa/Akira Watanabe,[]
975,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,[]
976,American Caesar: Douglas MacArthur 1880-1964,William Manchester,[]
977,A Christmas Memory,Truman Capote,[]
978,Encore Provence: New Adventures in the South of France,Peter Mayle,[]
979,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,[]
980,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,[]
981,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,[]
982,Mandy,Julie Andrews Edwards/Johanna Westerman,[]
983,The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,[]
984,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,[]
985,The Lord of the Rings Sketchbook,Alan  Lee/Ian McKellen,[]
986,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,[]
987,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,[]
988,Forgiven (Firstborn  #2),Karen Kingsbury,[]
989,Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,[]
990,The Civil War  Vol. 1: Fort Sumter to Perryville,Shelby Foote,[]
991,March Upcountry (Empire of Man  #1),David Weber/John Ringo,[]
992,Den of Thieves,James B. Stewart,[]
993,Paris 1919: Six Months that Changed the World,Margaret MacMillan/Richard Holbrooke,[]
994,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,[]
995,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,[]
996,Too Busy Not to Pray: Slowing Down to Be With God,Bill Hybels/Lavonne Neff,[]
997,The Grass Crown (Masters of Rome  #2),Colleen McCullough,[]
998,Trouble Is My Business,Raymond Chandler,[]
999,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,[]
1000,The Schopenhauer Cure,Irvin D. Yalom,[]
1001,The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft/Barbara Hambly,[]
1002,Shibumi,Trevanian/Gisela Stege,[]
1003,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,[]
1004,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,[]
1005,The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,[]
1006,Shattered Mirror,Amelia Atwater-Rhodes,[]
1007,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,[]
1008,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,[]
1009,Just as Long as We're Together,Judy Blume,[]
1010,The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,[]
1011,Alaska,James A. Michener,[]
1012,Out of Africa / Shadows on the Grass,Isak Dinesen/Karen Blixen,[]
1013,Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,[]
1014,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,[]
1015,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,[]
1016,The Noonday Demon: An Atlas of Depression,Andrew Solomon,[]
1017,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,[]
1018,The Rebel,Albert Camus/Anthony Bower/Herbert Read,[]
1019,Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,[]
1020,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,[]
1021,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,[]
1022,Bravo Two Zero,Andy McNab,[]
1023,The Colossus and Other Poems,Sylvia Plath,[]
1024,The Milagro Beanfield War,John     Nichols,[]
1025,I Wish That I Had Duck Feet,Theo LeSieg/Dr. Seuss/Barney Tobey,[]
1026,Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,[]
1027,The Last Boleyn,Karen Harper,[]
1028,The Soulforge (Dragonlance: Raistlin Chronicles  #1),Margaret Weis,[]
1029,J.R.R. Tolkien: A Biography,Humphrey Carpenter,[]
1030,Divine,Karen Kingsbury,[]
1031,The Beatles: The Biography,Bob Spitz,[]
1032,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,[]
1033,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,[]
1034,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,[]
1035,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),Barry Hughart,[]
1036,Cast in Courtlight (Chronicles of Elantra  #2),Michelle Sagara,[]
1037,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,[]
1038,Mercy Watson to the Rescue,Kate DiCamillo/Chris Van Dusen,[]
1039,Awakenings,Oliver Sacks,[]
1040,Dr. Seuss's Sleep Book,Dr. Seuss,[]
1041,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,[]
1042,Small Wonder,Barbara Kingsolver,[]
1043,Bleach  Volume 12,Tite Kubo,[]
1044,The Overcoat and Other Short Stories,Nikolai Gogol,[]
1045,Mama Day,Gloria Naylor,[]
1046,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,[]
1047,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,[]
1048,Found (Firstborn  #3),Karen Kingsbury,[]
1049,Team Yankee,Harold Coyle,[]
1050,Everville (Book of the Art #2),Clive Barker,[]
1051,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,[]
1052,Bleach  Volume 11,Tite Kubo,[]
1053,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,Haven Kimmel,[]
1054,The Wolf's Hour,Robert R. McCammon,[]
1055,The World's Religions,Huston Smith,[]
1056,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,[]
1057,Where the Wild Things Are,Maurice Sendak,[]
1058,My Ishmael (Ishmael  #3),Daniel Quinn,[]
1059,Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,[]
1060,Divine By Mistake (Partholon  #1),P.C. Cast,[]
1061,When I Was Puerto Rican,Esmeralda Santiago,[]
1062,The Prose Edda,Snorri Sturluson/Jesse L. Byock,[]
1063,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof/Stephen Jay Gould,[]
1064,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),[]
1065,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,[]
1066,Journey to Ixtlan,Carlos Castañeda,[]
1067,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass/Jon Jefferson,[]
1068,Tandia,Bryce Courtenay,[]
1069,Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow,[]
1070,1632,Eric Flint,[]
1071,Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald/Peter H. Reynolds,[]
1072,Family (Firstborn  #4),Karen Kingsbury,[]
1073,Lullaby Town (Elvis Cole  #3),Robert Crais,[]
1074,Jane Eyre,Charlotte Brontë/Stevie Davies,[]
1075,Battle Cry,Leon Uris,[]
1076,Word of Honor,Nelson DeMille,[]
1077,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,[]
1078,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,[]
1079,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,[]
1080,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,[]
1081,When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,[]
1082,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,[]
1083,Forever (Firstborn  #5),Karen Kingsbury,[]
1084,J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,[]
1085,Diary of a Spider,Doreen Cronin/Harry Bliss,[]
1086,Dead Sleep,Greg Iles,[]
1087,Beach Girls,Luanne Rice,[]
1088,Woman Hollering Creek and Other Stories,Sandra Cisneros,[]
1089,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,[]
1090,Birds of Prey (Courtney #9),Wilbur Smith,[]
1091,Conrad's Fate (Chrestomanci  #5),Diana Wynne Jones,[]
1092,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,[]
1093,Midnight Predator,Amelia Atwater-Rhodes,[]
1094,Monkeewrench (Monkeewrench  #1),P.J. Tracy,[]
1095,Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,[]
1096,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,[]
1097,Postwar: A History of Europe Since 1945,Tony Judt,[]
1098,The 33 Strategies of War,Robert Greene/Joost Elffers,[]
1099,Les Misérables,Victor Hugo/Charles E. Wilbour/Peter Washington,[]
1100,They Cage the Animals at Night,Jennings Michael Burch,[]
1101,The Complete Collected Poems,Maya Angelou,[]
1102,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,[]
1103,Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson,[]
1104,The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,[]
1105,Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,[]
1106,The Theory and Practice of Group Psychotherapy,Irvin D. Yalom/Molyn Leszcz,[]
1107,Promise of the Witch King (Forgotten Realms: The Sellswords  #2),R.A. Salvatore,[]
1108,The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,[]
1109,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,[]
1110,Doctor Faustus,Thomas Mann/John E. Woods,[]
1111,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,[]
1112,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,[]
1113,Paris Spleen,Charles Baudelaire/Louise Varèse,[]
1114,A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,[]
1115,Bleach  Volume 18,Tite Kubo,[]
1116,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,[]
1117,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,[]
1118,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,[]
1119,The Complete Poems,William Blake/Alicia Suskin Ostriker,[]
1120,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,[]
1121,Dragonology (Ologies  #1),Dugald A. Steer/Ernest Drake/Wayne Anderson/Helen Ward/Douglas Carrel,[]
